爱好	sở thích
骄傲	kiêu ngạo, tự hào
焦点	tiêu điểm
脚印	dấu chân
教堂	nhà thờ
教育部	Bộ Giáo dục
接收	tiếp nhận
街头	đầu phố
节假日	ngày lễ nghỉ
节能	tiết kiệm năng lượng
节奏	nhịp điệu
杰出	kiệt xuất, xuất sắc
截止	kết thúc, hạn chót
截至	tính đến (thời điểm)
解说	giải thích, thuyết minh
借鉴	học hỏi kinh nghiệm
金额	số tiền
金钱	tiền bạc
金融	tài chính
进攻	tấn công
近日	gần đây
近视	cận thị
惊人	kinh ngạc
惊喜	bất ngờ thú vị
精美	tinh xảo
精品	hàng cao cấp
景点	điểm tham quan
纠纷	tranh chấp
纠正	sửa chữa, chỉnh sửa
酒水	đồ uống
救命	cứu mạng, cứu với
救援	cứu viện, cứu hộ
救助	cứu giúp
就是说	tức là nói
就算	cho dù, dù là
捐款	quyên góp tiền
捐赠	quyên tặng, hiến tặng
捐助	quyên góp giúp đỡ
决策	quyết sách
觉悟	giác ngộ
绝大多数	đại đa số
军队	quân đội
军舰	tàu chiến
军事	quân sự
开创	khai sáng, mở ra
开关	công tắc
开设	mở, thiết lập
开通	khai thông, mở
开头	mở đầu
开夜车	thức khuya làm việc
看管	trông coi
看得见	nhìn thấy được
看得起	coi trọng, tôn trọng
看好	trông chừng, kỳ vọng tốt
看作	coi là, xem như
康复	hồi phục sức khỏe
抗议	phản đối, kháng nghị
考场	phòng thi
考题	đề thi
科研	nghiên cứu khoa học
客车	xe khách
空军	không quân
口试	thi vấn đáp
快车	xe tốc hành
宽阔	rộng rãi
来往	qua lại, giao thiệp
栏目	chuyên mục
蓝领	lao động chân tay
蓝天	trời xanh
老乡	đồng hương
冷气	máy lạnh, hơi lạnh
冷水	nước lạnh
礼堂	hội trường
理财	quản lý tài chính
理智	lý trí
联盟	liên minh
联赛	giải đấu
联手	hợp tác, bắt tay nhau
凉鞋	dép
两侧	hai bên
两手	hai tay
聊天儿	trò chuyện, tán gẫu
灵活	linh hoạt
领取	lãnh, nhận
领袖	lãnh tụ, lãnh đạo
留言	để lại lời nhắn
流感	cúm
楼道	hành lang
楼房	tòa nhà nhiều tầng
陆军	lục quân
录像	quay video, ghi hình
录音机	máy ghi âm
路过	đi ngang qua
旅店	nhà trọ
绿化	phủ xanh, trồng cây xanh
马车	xe ngựa
馒头	bánh bao
慢车	tàu chậm
盲人	người mù
梅花	hoa mai
美容	làm đẹp
免得	để khỏi, tránh
面对面	mặt đối mặt
面向	hướng tới, hướng về
民歌	dân ca
民工	công nhân nhập cư
民警	công an nhân dân
民意	dân ý, ý dân
民主	dân chủ
名额	chỉ tiêu, suất
名胜	danh thắng
名义	danh nghĩa
名誉	danh dự, danh tiếng
明日	ngày mai
没收	tịch thu
墨水	mực
母鸡	gà mái
母女	mẹ con (mẹ và con gái)
母子	mẹ con (mẹ và con trai)
拿走	lấy đi, mang đi
奶粉	sữa bột
奶牛	bò sữa
难忘	khó quên
内地	nội địa, đại lục
内外	trong ngoài
内衣	đồ lót
能否	có thể hay không
排行榜	bảng xếp hạng
派出	cử đi, phái đi
盼望	mong mỏi, trông đợi
陪同	tháp tùng
配置	cấu hình, bố trí
皮球	quả bóng
贫困	nghèo khó
品牌	thương hiệu
聘请	mời, thuê (chuyên gia)
平凡	bình thường
平方米	mét vuông
平衡	cân bằng
平台	nền tảng
评选	bình chọn
屏幕	màn hình
欺负	bắt nạt
奇妙	kỳ diệu
企图	mưu toan, ý đồ
起点	điểm xuất phát
起诉	khởi kiện
气氛	bầu không khí
恰当	thích đáng, phù hợp
恰好	vừa đúng lúc
恰恰	đúng là, chính là
铅笔	bút chì
谦虚	khiêm tốn
前方	phía trước
前来	đến (trang trọng)
潜力	tiềm lực
强盗	cường đạo, kẻ cướp
强化	tăng cường
强势	mạnh mẽ, thế mạnh
强壮	khỏe mạnh, cường tráng
桥梁	cầu nối
巧妙	khéo léo, tinh vi
茄子	cà tím
切实	thiết thực
侵犯	xâm phạm
亲属	họ hàng, thân thuộc
亲眼	tận mắt
倾向	khuynh hướng
清洁	sạch sẽ
清洁工	công nhân vệ sinh
清明节	Tết Thanh Minh
清洗	rửa sạch, thanh lọc
情绪	tâm trạng, cảm xúc
求职	tìm việc
球拍	vợt
球星	ngôi sao thể thao
球员	cầu thủ
区分	phân biệt
渠道	kênh (phân phối/thông tin)
取款	rút tiền
取款机	máy rút tiền ATM
去掉	bỏ đi, loại bỏ
权力	quyền lực
全力	hết sức, toàn lực
全新	hoàn toàn mới
缺陷	khiếm khuyết
却是	nhưng lại là
让座	nhường ghế
热点	điểm nóng
热水	nước nóng
热水器	máy nước nóng
热线	đường dây nóng
人权	nhân quyền
认同	đồng tình, công nhận
日夜	ngày đêm
日语	tiếng Nhật
融合	hòa hợp, dung hợp
融入	hòa nhập
如一	như nhất, nhất quán
乳制品	sản phẩm từ sữa
入学	nhập học
赛场	sân thi đấu
三明治	bánh sandwich
丧失	mất đi, đánh mất
山峰	đỉnh núi
山谷	thung lũng
山坡	sườn núi
伤口	vết thương
伤亡	thương vong
伤员	người bị thương
商城	trung tâm thương mại
上当	bị lừa, mắc bẫy
上帝	Thượng đế
上市	lên sàn, ra mắt thị trường
上台	lên nắm quyền
上演	công diễn, trình chiếu
少儿	trẻ em, thiếu nhi
舌头	lưỡi
设计师	nhà thiết kế
涉及	liên quan đến
深化	đào sâu, làm sâu sắc thêm
深深	sâu sắc, sâu đậm
审查	thẩm tra, kiểm duyệt
升级	nâng cấp
升学	lên lớp, thăng học
升值	tăng giá trị
生活费	chi phí sinh hoạt
省钱	tiết kiệm tiền
圣诞节	Giáng sinh
盛行	thịnh hành
师父	sư phụ
师生	thầy trò
时而	thỉnh thoảng
时节	thời điểm, mùa
时期	thời kỳ
时时	luôn luôn, thường xuyên
时装	thời trang
识字	biết chữ
实践	thực tiễn, thực hành
食欲	thèm ăn, cảm giác ngon miệng
市民	cư dân thành phố
事后	sau khi sự việc xảy ra
试点	thí điểm
适当	thích hợp
收藏	sưu tầm, cất giữ
收取	thu, nhận
收养	nhận nuôi
手续费	phí thủ tục
首次	lần đầu tiên
首脑	nguyên thủ, người đứng đầu
首席	trưởng, chủ chốt
首相	thủ tướng
书房	phòng đọc sách
薯片	khoai tây chiên lát
薯条	khoai tây chiên que
双打	đánh đôi
水泥	xi măng
说明书	sách hướng dẫn
说实话	nói thật
司长	vụ trưởng
死亡	tử vong, chết
四处	khắp nơi
送礼	tặng quà
送行	tiễn đưa
素质	tố chất
算了	thôi bỏ đi
算是	coi như là
岁数	tuổi tác
踏实	vững vàng, chắc chắn
台灯	đèn bàn
太阳能	năng lượng mặt trời
叹气	thở dài
探索	khám phá, thăm dò
探讨	bàn bạc, thảo luận
特大	cực lớn
特地	đặc biệt, cố ý
特快	tốc hành đặc biệt
特意	cố ý, đặc biệt
疼痛	đau đớn
提交	đệ trình, nộp
提升	nâng cao, thăng chức
天然	tự nhiên
天堂	thiên đường
天下	thiên hạ
田径	điền kinh
跳水	nhảy cầu
听取	lắng nghe, tiếp thu
通报	thông báo
通道	lối đi, kênh
通红	đỏ ửng, đỏ rực
通话	nói chuyện điện thoại
通行	lưu thông
通讯	thông tin liên lạc
同胞	đồng bào
同行	đồng nghiệp cùng ngành
同期	cùng kỳ
同一	giống nhau, đồng nhất
铜牌	huy chương đồng
头疼	đau đầu
投票	bỏ phiếu
透露	tiết lộ
图书	sách vở
徒弟	đồ đệ, học trò
途径	con đường, cách thức
团队	đội nhóm
推出	tung ra, ra mắt
退票	trả vé
拖鞋	dép lê
娃娃	búp bê/em bé
外币	ngoại tệ
外部	bên ngoài
外出	đi ra ngoài
外观	vẻ ngoài
外科	ngoại khoa
外来	ngoại lai, từ bên ngoài
外头	bên ngoài
外衣	áo khoác ngoài
外资	vốn đầu tư nước ngoài
弯曲	cong, uốn cong
顽皮	nghịch ngợm
顽强	kiên cường
王后	hoàng hậu
王子	hoàng tử
网吧	quán net
网页	trang web
往后	từ nay về sau
往来	qua lại, giao thiệp
往年	những năm trước
望见	nhìn thấy từ xa
危机	khủng hoảng
威胁	đe dọa
微波炉	lò vi sóng
维生素	vitamin
为此	vì vậy
为何	vì sao
文娱	văn nghệ giải trí
卧铺	giường nằm (tàu)
乌云	mây đen
无边	vô biên
无关	không liên quan
无效	vô hiệu, không có tác dụng
舞蹈	múa, vũ đạo
物品	đồ vật
西班牙语	tiếng Tây Ban Nha
吸毒	hút chích ma túy
牺牲	hy sinh
洗衣粉	bột giặt
戏曲	hí khúc, kịch cổ truyền
细胞	tế bào
细菌	vi khuẩn
先锋	tiên phong
显出	bộc lộ ra, biểu hiện
线路	đường dây, tuyến đường
陷入	rơi vào, sa vào
响声	tiếng động
想不到	không ngờ tới
消耗	tiêu hao
消灭	tiêu diệt
小费	tiền boa
小麦	lúa mì
小于	nhỏ hơn
晓得	biết
笑脸	mặt cười
笑容	nụ cười
笑声	tiếng cười
协会	hiệp hội
协商	hiệp thương, bàn bạc
协调	phối hợp, điều hòa
协助	hỗ trợ, giúp đỡ
写字楼	tòa nhà văn phòng
写字台	bàn viết
心灵	tâm hồn
心愿	tâm nguyện
心脏	tim
心脏病	bệnh tim
新人	người mới/cô dâu chú rể
新兴	mới nổi
薪水	tiền lương
信仰	tín ngưỡng, niềm tin
信用	tín dụng, uy tín
兴旺	thịnh vượng
行程	hành trình
凶手	hung thủ
修车	sửa xe
袖珍	bỏ túi, cỡ nhỏ
旋转	xoay, quay
选拔	tuyển chọn
选举	bầu cử
学会	học được, học hội
学员	học viên
血管	mạch máu
血液	máu
循环	tuần hoàn
压迫	áp bức
烟花	pháo hoa
沿海	ven biển
沿着	dọc theo
研发	nghiên cứu phát triển
眼看	sắp, chẳng mấy chốc
演奏	biểu diễn (nhạc cụ)
宴会	yến tiệc
养老	dưỡng già
氧气	oxy
药品	dược phẩm
要不然	nếu không thì
要好	thân thiết
要么	hoặc là
要素	yếu tố
野生	hoang dã
医药	y dược
依次	lần lượt, theo thứ tự
依赖	phụ thuộc, dựa dẫm
一次性	dùng một lần
一代	một thế hệ
一道	cùng nhau
一贯	nhất quán
一路上	suốt dọc đường
仪器	thiết bị, máy móc
仪式	nghi thức, nghi lễ
遗憾	tiếc nuối
一模一样	giống hệt nhau
一齐	cùng lúc
一时	nhất thời
一同	cùng nhau
一行	đoàn người, phái đoàn
艺人	nghệ sĩ
议题	vấn đề thảo luận
异常	bất thường
意想不到	không ngờ tới
意愿	nguyện vọng
因素	nhân tố
阴谋	âm mưu
阴影	bóng đen
音量	âm lượng
音像	âm thanh hình ảnh
隐藏	ẩn giấu
隐私	riêng tư
英雄	anh hùng
迎来	đón chào
影迷	fan phim ảnh
影星	ngôi sao điện ảnh
应对	ứng phó
应急	ứng phó khẩn cấp
用处	công dụng
用得着	dùng đến, cần đến
用法	cách dùng
用品	vật dụng
用心	chú tâm, dụng tâm
优质	chất lượng cao
游人	du khách
游玩	đi chơi, du ngoạn
游戏机	máy chơi game
游行	diễu hành
有关	liên quan
有没有	có... không
有事	có việc
娱乐	giải trí
愉快	vui vẻ
宇航员	phi hành gia
雨衣	áo mưa
预约	đặt trước, hẹn trước
元素	nguyên tố, yếu tố
园地	khu vườn, lĩnh vực
原告	nguyên đơn
原谅	tha thứ
圆珠笔	bút bi
援助	viện trợ, giúp đỡ
缘故	nguyên do
远方	phương xa
远离	xa rời, tránh xa
远远	xa xôi, vượt xa
约定	hẹn ước, thỏa thuận
乐曲	nhạc khúc
允许	cho phép
运作	vận hành
晕车	say xe
再生	tái sinh
再说	hơn nữa
遭到	gặp phải, chịu
遭受	gánh chịu
遭遇	gặp phải, trải qua
早晚	sáng tối/sớm muộn
增进	tăng cường
增值	tăng giá trị
扎实	vững chắc
炸弹	bom
炸药	thuốc nổ
占据	chiếm giữ
战场	chiến trường
战略	chiến lược
战术	chiến thuật
战友	chiến hữu
站台	sân ga
掌声	tiếng vỗ tay
账户	tài khoản
障碍	trở ngại
招聘	tuyển dụng
照样	vẫn như cũ
照耀	chiếu sáng, soi rọi
哲学	triết học
这就是说	nghĩa là
争夺	tranh giành
整顿	chỉnh đốn
整治	chỉnh trị, chấn chỉnh
正当	đúng lúc, chính đáng
政策	chính sách
政党	chính đảng
政权	chính quyền
症状	triệu chứng
之类	loại như vậy
支撑	chống đỡ
支援	chi viện
知名	nổi tiếng
直升机	máy bay trực thăng
职责	chức trách
只得	đành phải
只顾	chỉ chăm chăm
只管	cứ việc
指定	chỉ định
指数	chỉ số
指头	ngón tay
至于	còn về, đến mức
治病	chữa bệnh
智慧	trí tuệ
中等	trung bình
中华	Trung Hoa
中期	trung kỳ, giữa kỳ
中外	trong và ngoài nước
忠心	lòng trung thành
钟头	tiếng đồng hồ
种种	đủ loại
珠宝	châu báu, trang sức
诸位	quý vị
主持人	người dẫn chương trình
主角	vai chính
主流	chủ lưu, xu hướng chính
住宅	nhà ở
柱子	cột trụ
祝愿	chúc, cầu chúc
专用	chuyên dùng
赚钱	kiếm tiền
装备	trang bị
壮观	hùng vĩ, tráng lệ
追究	truy cứu
咨询	tư vấn
自来水	nước máy
自我	bản thân, tự ngã
自学	tự học
自言自语	tự nói một mình
自在	thoải mái, tự tại
宗教	tôn giáo
总部	trụ sở chính
总监	giám đốc, tổng giám
总经理	tổng giám đốc
总量	tổng lượng
走私	buôn lậu
租金	tiền thuê
足以	đủ để
祖父	ông nội
祖国	tổ quốc
祖母	bà nội
最佳	tốt nhất
最终	cuối cùng
罪恶	tội ác
作废	hủy bỏ
作战	tác chiến
座谈会	hội thảo, tọa đàm
阿拉伯语	tiếng Ả Rập
哎呀	ôi, chao ôi
哀求	van xin, khẩn cầu
挨家挨户	từng nhà một
癌症	ung thư
艾滋病	bệnh AIDS
爱不释手	yêu thích không rời tay
爱理不理	thờ ơ, lạnh nhạt
爱面子	sĩ diện
爱惜	quý trọng, tiếc
碍事	vướng víu, gây trở ngại
安定	ổn định
安抚	vỗ về, xoa dịu
安眠药	thuốc ngủ
安宁	yên bình
安稳	yên ổn
安心	yên tâm
安逸	an nhàn
按键	nút bấm, phím
按理说	theo lý mà nói
按说	theo lẽ thường
案件	vụ án
暗地里	ngấm ngầm, âm thầm
暗杀	ám sát
暗中	trong bóng tối, ngấm ngầm
昂贵	đắt đỏ
熬夜	thức khuya
傲慢	kiêu ngạo
奥秘	bí ẩn, huyền bí
奥运会	Olympic, Thế vận hội
八卦	bát quái/tin đồn
巴不得	mong mỏi, ước gì
芭蕾	ba lê
把柄	điểm yếu bị nắm
把关	kiểm soát chặt chẽ
把手	tay nắm, tay cầm
靶子	bia (bắn)
罢免	bãi miễn
罢休	từ bỏ, thôi
霸占	chiếm đoạt
白白	uổng phí, vô ích
百分比	tỷ lệ phần trăm
百合	hoa bách hợp
百科全书	bách khoa toàn thư
柏树	cây bách
摆放	bày, sắp đặt
摆平	dàn xếp ổn thỏa
摆设	bày biện, trang trí
拜会	đến thăm, hội kiến
拜见	yết kiến, bái kiến
拜年	chúc Tết
拜托	nhờ vả, làm ơn
颁布	ban bố
颁发	ban hành, trao tặng
颁奖	trao giải
斑点	đốm, vết đốm
搬迁	di dời
板块	mảng, phiến kiến tạo
办不到	không thể làm được
半边天	một nửa bầu trời/phụ nữ
半场	hiệp (thi đấu)
半岛	bán đảo
半路	giữa đường
半数	phân nửa
半途而废	bỏ dở giữa chừng
半信半疑	nửa tin nửa ngờ
半真半假	nửa thật nửa giả
伴侣	bạn đời
伴随	đi kèm, kèm theo
伴奏	đệm nhạc
帮手	trợ thủ, người giúp việc
绑架	bắt cóc
榜样	tấm gương
棒球	bóng chày
包袱	gánh nặng
包容	bao dung
包扎	băng bó
饱和	bão hòa
饱满	đầy đặn, căng tràn
宝库	kho báu
宝藏	kho báu
保管	bảo quản
保姆	bảo mẫu
保暖	giữ ấm
保鲜	giữ tươi
保修	bảo hành
保佑	phù hộ
保障	bảo đảm
保质期	hạn sử dụng
保重	giữ gìn sức khỏe
堡垒	pháo đài, thành lũy
报仇	trả thù
报酬	thù lao
报废	phế thải, thanh lý
报复	trả đũa
报社	tòa soạn báo
报亭	quầy bán báo
报销	quyết toán, thanh toán chi phí
抱负	hoài bão
暴风骤雨	mưa gió bão bùng
暴利	lợi nhuận kếch xù
暴躁	nóng nảy
曝光	phơi sáng/phơi bày
爆冷门	bất ngờ lớn (thể thao)
爆满	chật kín, đầy ắp
爆竹	pháo
卑鄙	đê tiện, hèn hạ
悲哀	bi ai, đau buồn
悲观	bi quan
悲欢离合	buồn vui hợp tan
悲痛	đau thương
贝壳	vỏ sò
备课	soạn giáo án
备受	chịu nhiều, được nhiều
备用	dự phòng
背面	mặt sau
背叛	phản bội
背诵	đọc thuộc lòng
被捕	bị bắt
奔波	bôn ba, vất vả ngược xuôi
奔赴	lao tới, gấp rút đến
