id,hanzi,pinyin,pos,hanviet,vi,created_at,lesson_label,count_done,count_target,cau_truc,ket_hop,nghia,dong_am,gan_nghia,course
biz-第一个,第一个,dì yī gè,短,đệ nhất cá,"cái đầu tiên, người đầu tiên",2026-06-14 08:27:46.018585+00,Bài 6,0,10,,,,,,biz
biz-第一印象,第一印象,dì yī yìnxiàng,名,đệ nhất ấn tượng,ấn tượng đầu tiên,2026-06-14 08:28:37.331791+00,Bai 8,0,10,,,,,,biz
biz-第一次,第一次,dì yī cì,名,Đệ nhất thứ,lần đầu tiên,2026-06-14 08:28:38.57401+00,Bai 8,0,10,,,,,,biz
biz-答复,答复,dá fù,动,Đáp phục,"trả lời, hồi đáp",2026-06-14 08:29:30.693281+00,Bài 10,0,10,,,,,,biz
biz-答应,答应,dā ying,动,Đáp ứng,"đồng ý, hứa hẹn",2026-06-14 08:29:47.71172+00,Bài 10,0,10,,,,,,biz
biz-简单,简单,jiǎn dān,形,Giản đơn,"đơn giản, dễ dàng",2026-06-14 08:28:15.085963+00,Bài 6,0,10,,,,,,biz
biz-简明,简明,jiǎn míng,形,Giản minh,"ngắn gọn, rõ ràng",2026-06-14 08:28:04.678688+00,Bài 6,0,10,,,,,,biz
biz-简洁,简洁,jiǎn jié,形,Giản khiết,"súc tích, gọn gàng",2026-06-14 08:28:12.984048+00,Bài 6,0,10,,,,,,biz
biz-粉色,粉色,fěn sè,名,Phấn sắc,màu hồng,2026-06-14 08:28:49.102111+00,Bai 8,0,10,,,,,,biz
biz-精英,精英,jīng yīng,名,Tinh anh,"tinh anh, ưu tú",2026-06-14 08:28:18.431426+00,Bai 8,0,10,,,,,,biz
biz-系统,系统,xì tǒng,名,Hệ thống,hệ thống,2026-06-14 08:29:07.027745+00,Bai 9,0,10,,,,,,biz
biz-紧张,紧张,jǐn zhāng,形,Khẩn trương,"căng thẳng, lo lắng",2026-06-14 08:29:23.694137+00,Bai 9,0,10,,,,,,biz
biz-纸笔,纸笔,zhǐ bǐ,名,Chỉ bút,giấy và bút,2026-06-14 08:28:14.096119+00,Bài 6,0,10,,,,,,biz
biz-细节,细节,xì jié,名,Tế tiết,"chi tiết, tiểu tiết",2026-06-14 08:27:57.278898+00,Bài 6,0,10,,,,,,biz
biz-经理,经理,jīng lǐ,名,Kinh lý,"giám đốc, quản lý",2026-06-14 08:27:41.80431+00,Bài 6,0,10,,,,,,biz
biz-结合,结合,jié hé,动,Kết hợp,"kết hợp, liên kết",2026-06-14 08:29:17.143289+00,Bai 9,0,10,,,,,,biz
biz-结束,结束,jié shù,动,Kết thúc,"kết thúc, chấm dứt",2026-06-14 08:28:17.56132+00,Bai 8,0,10,,,,,,biz
biz-结果,结果,jiéguǒ,名,kết quả,"kết quả, hậu quả",2026-06-14 08:27:48.591633+00,Bài 6,0,10,,,,,,biz
biz-给出,给出,gěichū,动,cấp xuất,"đưa ra, cung cấp",2026-06-14 08:29:05.924345+00,Bai 9,0,10,,,,,,biz
biz-绝对,绝对,juéduì,形,tuyệt đối,"tuyệt đối, hoàn toàn",2026-06-14 08:29:33.831701+00,Bài 10,0,10,,,,,,biz
biz-绝非,绝非,juéfēi,副,tuyệt phi,tuyệt đối không phải,2026-06-14 08:28:46.094919+00,Bai 8,0,10,,,,,,biz
biz-统计,统计,tǒngjì,动,thống kê,"thống kê, tổng hợp số liệu",2026-06-14 08:28:26.346888+00,Bai 8,0,10,,,,,,biz
biz-维护,维护,wéihù,动,duy hộ,"bảo vệ, duy trì",2026-06-14 08:29:40.732937+00,Bài 10,0,10,,,,,,biz
biz-维持,维持,wéichí,动,duy trì,"duy trì, giữ gìn",2026-06-14 08:28:50.490278+00,Bai 8,0,10,,,,,,biz
biz-缅甸,缅甸,Miǎndiàn,名,Miến Điện,"Myanmar, Miến Điện",2026-06-14 08:29:26.899989+00,Bài 10,0,10,,,,,,biz
biz-缓解,缓解,huǎnjiě,动,hoãn giải,"giảm nhẹ, xoa dịu",2026-06-14 08:29:23.570118+00,Bai 9,0,10,,,,,,biz
biz-缺少,缺少,quēshǎo,动,khuyết thiếu,"thiếu, còn thiếu",2026-06-14 08:28:34.459147+00,Bai 8,0,10,,,,,,biz
biz-网络,网络,wǎngluò,名,mạng lạc,"mạng lưới, internet",2026-06-14 08:28:04.044263+00,Bài 6,0,10,,,,,,biz
biz-美国,美国,Měiguó,名,Mỹ Quốc,"nước Mỹ, Hoa Kỳ",2026-06-14 08:28:31.455641+00,Bai 8,0,10,,,,,,biz
biz-美好,美好,měihǎo,形,mỹ hảo,"tốt đẹp, tươi đẹp",2026-06-14 08:29:44.529557+00,Bài 10,0,10,,,,,,biz
biz-老挝,老挝,Lǎowō,名,Lão Qua,"Lào, nước Lào",2026-06-14 08:29:27.018473+00,Bài 10,0,10,,,,,,biz
biz-考察,考察,kǎochá,动,khảo sát,"khảo sát, điều tra thực tế",2026-06-14 08:27:46.145028+00,Bài 6,0,10,,,,,,biz
biz-考虑,考虑,kǎolǜ,动,khảo lự,"cân nhắc, suy nghĩ xem xét",2026-06-14 08:27:56.034168+00,Bài 6,0,10,,,,,,biz
biz-耐用,耐用,nàiyòng,形,nại dụng,"bền, dùng được lâu",2026-06-14 08:29:28.337035+00,Bài 10,0,10,,,,,,biz
biz-耳目一新,耳目一新,ěr mù yī xīn,语,nhĩ mục nhất tân,"mới mẻ, tươi mới hoàn toàn",2026-06-14 08:28:24.747631+00,Bai 8,0,10,,,,,,biz
biz-职业,职业,zhíyè,名,chức nghiệp,"nghề nghiệp, chuyên nghiệp",2026-06-14 08:28:33.323027+00,Bai 8,0,10,,,,,,biz
biz-职场,职场,zhíchǎng,名,chức trường,"môi trường làm việc, chốn công sở",2026-06-14 08:29:11.860156+00,Bai 9,0,10,,,,,,biz
biz-聚合物,聚合物,jùhéwù,名,tụ hợp vật,"polymer, chất polyme",2026-06-14 08:28:54.824314+00,Bai 9,0,10,,,,,,biz
biz-聪明,聪明,cōngming,形,thông minh,"thông minh, sáng dạ",2026-06-14 08:29:36.895991+00,Bài 10,0,10,,,,,,biz
biz-肢体,肢体,zhītǐ,名,chi thể,"chi thể, tay chân cơ thể",2026-06-14 08:29:09.784502+00,Bai 9,0,10,,,,,,biz
biz-肯定,肯定,kěndìng,动,khẳng định,"khẳng định, chắc chắn",2026-06-14 08:28:32.207431+00,Bai 8,0,10,,,,,,biz
biz-能力,能力,nénglì,名,năng lực,"năng lực, khả năng",2026-06-14 08:29:28.828823+00,Bài 10,0,10,,,,,,biz
biz-能否,能否,néngfǒu,副,năng phủ,có thể hay không,2026-06-14 08:29:01.112016+00,Bai 9,0,10,,,,,,biz
biz-脑海,脑海,nǎohǎi,名,não hải,"tâm trí, trong đầu",2026-06-14 08:29:45.058019+00,Bài 10,0,10,,,,,,biz
biz-自然,自然,zìrán,形,tự nhiên,"tự nhiên, thiên nhiên",2026-06-14 08:28:09.7302+00,Bài 6,0,10,,,,,,biz
biz-自由,自由,zìyóu,形,tự do,"tự do, không bị ràng buộc",2026-06-14 08:28:02.032302+00,Bài 6,0,10,,,,,,biz
biz-至上,至上,zhìshàng,形,chí thượng,"tối cao, trên hết",2026-06-14 08:28:19.781514+00,Bai 8,0,10,,,,,,biz
biz-舒服,舒服,shūfu,形,thư phục,"thoải mái, dễ chịu",2026-06-14 08:29:14.230071+00,Bai 9,0,10,,,,,,biz
biz-舒适,舒适,shūshì,形,thư thích,"thoải mái, tiện nghi",2026-06-14 08:28:47.226894+00,Bai 8,0,10,,,,,,biz
biz-良好,良好,liánghǎo,形,lương hảo,"tốt, tốt đẹp",2026-06-14 08:28:37.206499+00,Bai 8,0,10,,,,,,biz
biz-良好形象,良好形象,liánghǎo xíngxiàng,短,lương hảo hình tượng,hình ảnh tốt đẹp,2026-06-14 08:28:39.896199+00,Bai 8,0,10,,,,,,biz
biz-苹果,苹果,píngguǒ,名,bình quả,quả táo,2026-06-14 08:29:07.65404+00,Bai 9,0,10,,,,,,biz
biz-莅临,莅临,lìlín,动,lị lâm,"đến dự, giá lâm (kính ngữ)",2026-06-14 08:28:15.331266+00,Bai 8,0,10,,,,,,biz
biz-获取,获取,huòqǔ,动,hoạch thủ,"lấy được, thu thập",2026-06-14 08:28:07.187648+00,Bài 6,0,10,,,,,,biz
biz-获得,获得,huòdé,动,hoạch đắc,"đạt được, thu được",2026-06-14 08:28:51.498692+00,Bai 8,0,10,,,,,,biz
biz-营造,营造,yíngzào,动,doanh tạo,"tạo dựng, xây dựng",2026-06-14 08:28:06.431657+00,Bài 6,0,10,,,,,,biz
biz-董事会,董事会,dǒngshìhuì,名,đổng sự hội,hội đồng quản trị,2026-06-14 08:29:30.450445+00,Bài 10,0,10,,,,,,biz
biz-薪资,薪资,xīnzī,名,tân tư,tiền lương,2026-06-14 08:28:26.828421+00,Bai 8,0,10,,,,,,biz
biz-行为,行为,xíngwéi,名,hành vi,"hành vi, cách hành xử",2026-06-14 08:29:48.358306+00,Bài 10,0,10,,,,,,biz
biz-行李,行李,xíngli,名,hành lý,hành lý,2026-06-14 08:28:57.38848+00,Bai 9,0,10,,,,,,biz
biz-衣装,衣装,yīzhuāng,名,y trang,"trang phục, quần áo",2026-06-14 08:28:39.055814+00,Bai 8,0,10,,,,,,biz
biz-表情,表情,biǎoqíng,名,biểu tình,"biểu cảm, nét mặt",2026-06-14 08:29:09.918766+00,Bai 9,0,10,,,,,,biz
biz-表现,表现,biǎoxiàn,动,biểu hiện,"biểu hiện, thể hiện",2026-06-14 08:28:45.077154+00,Bai 8,0,10,,,,,,biz
biz-表示,表示,biǎoshì,动,biểu thị,"biểu thị, thể hiện",2026-06-14 08:27:50.311047+00,Bài 6,0,10,,,,,,biz
biz-表达,表达,biǎodá,动,biểu đạt,"diễn đạt, bày tỏ",2026-06-14 08:28:05.808196+00,Bài 6,0,10,,,,,,biz
biz-被访者,被访者,bèi fǎng zhě,名,bị phỏng giả,người được phỏng vấn,2026-06-14 08:28:09.46691+00,Bài 6,0,10,,,,,,biz
biz-被调查者,被调查者,bèi diàochá zhě,名,bị điều tra giả,"người bị điều tra, khảo sát",2026-06-14 08:28:01.154259+00,Bài 6,0,10,,,,,,biz
biz-装备,装备,zhuāngbèi,名,trang bị,"trang thiết bị, trang bị",2026-06-14 08:28:28.152487+00,Bai 8,0,10,,,,,,biz
biz-装箱,装箱,zhuāng xiāng,动,trang tương,đóng gói vào hộp,2026-06-14 08:28:25.611878+00,Bai 8,0,10,,,,,,biz
biz-要常,要常,yào cháng,短,yếu thường,cần thường xuyên,2026-06-14 08:28:48.705506+00,Bai 8,0,10,,,,,,biz
biz-见到,见到,jiàndào,动,kiến đáo,"gặp được, nhìn thấy",2026-06-14 08:29:24.681552+00,Bài 10,0,10,,,,,,biz
biz-见面,见面,jiànmiàn,动,kiến diện,"gặp mặt, gặp gỡ",2026-06-14 08:28:38.695011+00,Bai 8,0,10,,,,,,biz
biz-观察,观察,guānchá,动,quan sát,"quan sát, theo dõi",2026-06-14 08:29:14.874384+00,Bai 9,0,10,,,,,,biz
biz-规定,规定,guīdìng,名,quy định,"quy định, điều lệ",2026-06-14 08:29:47.421383+00,Bài 10,0,10,,,,,,biz
biz-觉得,觉得,juéde,动,giác đắc,"cảm thấy, cho rằng",2026-06-14 08:29:02.830586+00,Bai 9,0,10,,,,,,biz
biz-角度,角度,jiǎodù,名,giác độ,"góc độ, quan điểm",2026-06-14 08:29:38.52562+00,Bài 10,0,10,,,,,,biz
biz-解释,解释,jiěshì,动,giải thích,"giải thích, lý giải",2026-06-14 08:29:16.526675+00,Bai 9,0,10,,,,,,biz
biz-言而无信,言而无信,yán ér wú xìn,语,ngôn nhi vô tín,nói mà không giữ lời,2026-06-14 08:28:50.998972+00,Bai 8,0,10,,,,,,biz
biz-言谈举止,言谈举止,yántán jǔzhǐ,短,ngôn đàm cử chỉ,lời nói và cử chỉ,2026-06-14 08:28:45.840382+00,Bai 8,0,10,,,,,,biz
biz-计划,计划,jìhuà,名,kế hoạch,"kế hoạch, dự định",2026-06-14 08:27:42.338152+00,Bài 6,0,10,,,,,,biz
biz-订购,订购,dìnggòu,动,đặt mua,"đặt mua, đặt hàng",2026-06-14 08:29:29.434121+00,Bài 10,0,10,,,,,,biz
biz-订餐,订餐,dìng cān,动,đặt cơm,"đặt món ăn, order đồ ăn",2026-06-14 08:27:56.771817+00,Bài 6,0,10,,,,,,biz
biz-认为,认为,rènwéi,动,nhận vi,"cho rằng, nghĩ rằng",2026-06-14 08:27:51.911162+00,Bài 6,0,10,,,,,,biz
biz-认准,认准,rènzhǔn,动,nhận chuẩn,"xác nhận chắc chắn, nhận rõ",2026-06-14 08:28:49.863299+00,Bai 8,0,10,,,,,,biz
biz-认可,认可,rènkě,动,nhận khả,"công nhận, chấp thuận",2026-06-14 08:29:01.850756+00,Bai 9,0,10,,,,,,biz
biz-认清,认清,rènqīng,动,nhận thanh,"nhận rõ, thấy rõ bản chất",2026-06-14 08:28:49.616643+00,Bai 8,0,10,,,,,,biz
biz-认证,认证,rènzhèng,动,nhận chứng,"xác nhận, chứng nhận",2026-06-14 08:28:58.408827+00,Bai 9,0,10,,,,,,biz
biz-讨好,讨好,tǎohǎo,动,thảo hảo,"nịnh hót, lấy lòng",2026-06-14 08:28:50.236701+00,Bai 8,0,10,,,,,,biz
biz-讨论,讨论,tǎolùn,动,thảo luận,"thảo luận, bàn bạc",2026-06-14 08:27:57.90706+00,Bài 6,0,10,,,,,,biz
biz-讨论一下,讨论一下,tǎolùn yīxià,短,thảo luận nhất hạ,thảo luận một chút,2026-06-14 08:27:55.022116+00,Bài 6,0,10,,,,,,biz
biz-让步,让步,ràngbù,动,nhượng bộ,"nhượng bộ, nhường nhịn",2026-06-14 08:29:34.337734+00,Bài 10,0,10,,,,,,biz
biz-记住,记住,jìzhù,动,ký trú,"ghi nhớ, nhớ kỹ",2026-06-14 08:29:41.55678+00,Bài 10,0,10,,,,,,biz
biz-讲究,讲究,jiǎngjiu,动,giảng cứu,"coi trọng, chú trọng chất lượng",2026-06-14 08:28:42.4516+00,Bai 8,0,10,,,,,,biz
biz-讲解,讲解,jiǎngjiě,动,giảng giải,"giảng giải, giải thích",2026-06-14 08:28:08.329052+00,Bài 6,0,10,,,,,,biz
biz-设备,设备,shèbèi,名,thiết bị,"thiết bị, máy móc",2026-06-14 08:28:13.72325+00,Bài 6,0,10,,,,,,biz
biz-设有,设有,shè yǒu,动,thiết hữu,"có thiết lập, có bố trí",2026-06-14 08:28:29.115775+00,Bai 8,0,10,,,,,,biz
biz-设置,设置,shèzhì,动,thiết trí,"thiết lập, cài đặt",2026-06-14 08:29:07.278154+00,Bai 9,0,10,,,,,,biz
biz-设计,设计,shèjì,动,thiết kế,"thiết kế, lên kế hoạch",2026-06-14 08:28:00.778961+00,Bài 6,0,10,,,,,,biz
biz-访谈,访谈,fǎng tán,动,phỏng đàm,"phỏng vấn, trò chuyện thu thập thông tin",2026-06-14 08:28:10.487763+00,Bài 6,0,10,,,,,,biz
biz-访谈法,访谈法,fǎng tán fǎ,名,phỏng đàm pháp,phương pháp phỏng vấn,2026-06-14 08:28:08.594683+00,Bài 6,0,10,,,,,,biz
biz-访问,访问,fǎng wèn,动,phỏng vấn,"thăm hỏi, phỏng vấn",2026-06-14 08:28:10.61267+00,Bài 6,0,10,,,,,,biz
biz-评价,评价,píng jià,动,bình giá,"đánh giá, nhận xét",2026-06-14 08:28:49.496652+00,Bai 8,0,10,,,,,,biz
biz-诚恳,诚恳,chéng kěn,形,thành khẩn,"thành thật, chân thành",2026-06-14 08:28:40.141235+00,Bai 8,0,10,,,,,,biz
biz-详细,详细,xiáng xì,形,tường tế,"chi tiết, tỉ mỉ",2026-06-14 08:27:57.780454+00,Bài 6,0,10,,,,,,biz
biz-语气,语气,yǔ qì,名,ngữ khí,"giọng điệu, ngữ khí",2026-06-14 08:29:40.288059+00,Bài 10,0,10,,,,,,biz
biz-语言,语言,yǔ yán,名,ngôn ngữ,"ngôn ngữ, tiếng nói",2026-06-14 08:28:01.906304+00,Bài 6,0,10,,,,,,biz
biz-误会,误会,wù huì,动,ngộ hội,"hiểu lầm, ngộ nhận",2026-06-14 08:29:20.810825+00,Bai 9,0,10,,,,,,biz
biz-误解,误解,wù jiě,动,ngộ giải,"hiểu sai, hiểu nhầm",2026-06-14 08:28:36.933425+00,Bai 8,0,10,,,,,,biz
biz-说出,说出,shuō chū,动,thuyết xuất,"nói ra, phát biểu",2026-06-14 08:29:39.33075+00,Bài 10,0,10,,,,,,biz
biz-说明,说明,shuō míng,动,thuyết minh,"giải thích, thuyết minh",2026-06-14 08:29:29.817955+00,Bài 10,0,10,,,,,,biz
biz-说来听听,说来听听,shuō lái tīng ting,语,thuyết lai thính thính,nói ra nghe xem,2026-06-14 08:29:03.771799+00,Bai 9,0,10,,,,,,biz
biz-请人,请人,qǐng rén,动,thỉnh nhân,"mời người, nhờ người",2026-06-14 08:28:04.176995+00,Bài 6,0,10,,,,,,biz
biz-请进,请进,qǐng jìn,语,thỉnh tiến,mời vào,2026-06-14 08:28:51.740408+00,Bai 9,0,10,,,,,,biz
biz-请问,请问,qǐng wèn,语,thỉnh vấn,"xin hỏi, cho hỏi",2026-06-14 08:28:16.22325+00,Bai 8,0,10,,,,,,biz
biz-调低,调低,tiáo dī,动,điều đê,"điều chỉnh xuống, giảm xuống",2026-06-14 08:29:03.191472+00,Bai 9,0,10,,,,,,biz
biz-调整,调整,tiáo zhěng,动,điều chỉnh,"điều chỉnh, sắp xếp lại",2026-06-14 08:27:55.407957+00,Bài 6,0,10,,,,,,biz
biz-调查,调查,diào chá,动,điều tra,"điều tra, khảo sát",2026-06-14 08:27:42.212175+00,Bài 6,0,10,,,,,,biz
biz-调查员,调查员,diào chá yuán,名,điều tra viên,"điều tra viên, người khảo sát",2026-06-14 08:28:11.848985+00,Bài 6,0,10,,,,,,biz
biz-调查结果,调查结果,diào chá jié guǒ,名,điều tra kết quả,kết quả điều tra,2026-06-14 08:27:48.969545+00,Bài 6,0,10,,,,,,biz
biz-调查者,调查者,diào chá zhě,名,điều tra giả,người tiến hành điều tra,2026-06-14 08:28:03.044161+00,Bài 6,0,10,,,,,,biz
biz-谈谈,谈谈,tán tan,动,đàm đàm,"nói chuyện, trao đổi một chút",2026-06-14 08:29:25.181113+00,Bài 10,0,10,,,,,,biz
biz-谎言,谎言,huǎng yán,名,hoảng ngôn,lời nói dối,2026-06-14 08:28:50.112176+00,Bai 8,0,10,,,,,,biz
biz-谢谢,谢谢,xiè xie,语,tạ tạ,cảm ơn,2026-06-14 08:27:42.600423+00,Bài 6,0,10,,,,,,biz
biz-负责,负责,fù zé,动,phụ trách,"chịu trách nhiệm, phụ trách",2026-06-14 08:28:27.311373+00,Bai 8,0,10,,,,,,biz
biz-财务部,财务部,cáiwùbù,名,tài vụ bộ,"phòng tài vụ, bộ phận kế toán",2026-06-14 08:28:25.859457+00,Bai 8,0,10,,,,,,biz
biz-账款,账款,zhàngkuǎn,名,trướng khoản,"khoản nợ, khoản thu chi",2026-06-14 08:28:27.553605+00,Bai 8,0,10,,,,,,biz
biz-账簿,账簿,zhàngbù,名,trướng bạ,"sổ kế toán, sổ sách",2026-06-14 08:28:26.223591+00,Bai 8,0,10,,,,,,biz
biz-货比三家,货比三家,huò bǐ sān jiā,语,hoá tỉ tam gia,so sánh giá nhiều nơi trước khi mua,2026-06-14 08:29:02.094399+00,Bai 9,0,10,,,,,,biz
biz-货源充足,货源充足,huòyuán chōngzú,语,hoá nguyên sung túc,"nguồn hàng dồi dào, đầy đủ",2026-06-14 08:29:29.194132+00,Bài 10,0,10,,,,,,biz
biz-质量,质量,zhìliàng,名,chất lượng,"chất lượng, phẩm chất",2026-06-14 08:27:57.657914+00,Bài 6,0,10,,,,,,biz
biz-贬低,贬低,biǎndī,动,biếm đê,"hạ thấp, coi thường, dèm pha",2026-06-14 08:28:46.214028+00,Bai 8,0,10,,,,,,biz
biz-贵宾,贵宾,guìbīn,名,quý tân,"khách quý, thượng khách",2026-06-14 08:29:41.947319+00,Bài 10,0,10,,,,,,biz
biz-贸易,贸易,màoyì,名,mậu dịch,"thương mại, mậu dịch",2026-06-14 08:29:24.805467+00,Bài 10,0,10,,,,,,biz
biz-贸易往来,贸易往来,màoyì wǎnglái,名,mậu dịch vãng lai,quan hệ thương mại qua lại,2026-06-14 08:29:25.051521+00,Bài 10,0,10,,,,,,biz
biz-费用,费用,fèiyòng,名,phí dụng,"chi phí, phí tổn",2026-06-14 08:28:09.21764+00,Bài 6,0,10,,,,,,biz
biz-资料,资料,zīliào,名,tư liệu,"tài liệu, dữ liệu",2026-06-14 08:29:29.940098+00,Bài 10,0,10,,,,,,biz
biz-赔大,赔大,péi dà,动,bồi đại,"thua lỗ nặng, thiệt hại lớn",2026-06-14 08:29:32.403161+00,Bài 10,0,10,,,,,,biz
biz-赢得,赢得,yíngdé,动,doanh đắc,"giành được, đạt được",2026-06-14 08:29:45.605544+00,Bài 10,0,10,,,,,,biz
biz-起到,起到,qǐdào,动,khởi đáo,"phát huy, có tác dụng",2026-06-14 08:29:13.113836+00,Bai 9,0,10,,,,,,biz
biz-越南,越南,Yuènán,名,Việt Nam,Việt Nam,2026-06-14 08:27:44.644437+00,Bài 6,0,10,,,,,,biz
biz-越是,越是,yuèshì,副,việt thị,"càng là, thì càng",2026-06-14 08:28:42.011812+00,Bai 8,0,10,,,,,,biz
biz-越高,越高,yuè gāo,副,việt cao,càng cao,2026-06-14 08:28:41.613336+00,Bai 8,0,10,,,,,,biz
biz-距离,距离,jùlí,名,cự ly,"khoảng cách, cự ly",2026-06-14 08:28:48.583082+00,Bai 8,0,10,,,,,,biz
biz-路上,路上,lùshang,名,lộ thượng,"trên đường, dọc đường",2026-06-14 08:28:33.578382+00,Bai 8,0,10,,,,,,biz
biz-路程,路程,lùchéng,名,lộ trình,"lộ trình, quãng đường",2026-06-14 08:28:33.712055+00,Bai 8,0,10,,,,,,biz
biz-车间,车间,chējiān,名,xa gian,"xưởng sản xuất, phân xưởng",2026-06-14 08:28:21.142398+00,Bai 8,0,10,,,,,,biz
biz-转头,转头,zhuǎntóu,动,chuyển đầu,"quay đầu, ngoảnh lại",2026-06-14 08:29:03.467917+00,Bai 9,0,10,,,,,,biz
biz-轮流,轮流,lúnliú,副,luân lưu,"luân phiên, thay nhau",2026-06-14 08:28:22.747112+00,Bai 8,0,10,,,,,,biz
biz-软件,软件,ruǎnjiàn,名,nhuyễn kiện,phần mềm,2026-06-14 08:27:56.648841+00,Bài 6,0,10,,,,,,biz
biz-输出,输出,shūchū,动,thâu xuất,"xuất ra, đầu ra, xuất khẩu",2026-06-14 08:28:56.043215+00,Bai 9,0,10,,,,,,biz
biz-辛苦,辛苦,xīnkǔ,形,tân khổ,"vất vả, cực khổ, khó nhọc",2026-06-14 08:27:47.846765+00,Bài 6,0,10,,,,,,biz
biz-达到,达到,dádào,动,đạt đáo,"đạt đến, đạt được",2026-06-14 08:29:11.486118+00,Bai 9,0,10,,,,,,biz
biz-过于,过于,guò yú,副,quá ư,"quá mức, quá đáng",2026-06-14 08:29:24.054076+00,Bai 9,0,10,,,,,,biz
biz-过头,过头,guò tóu,动,quá đầu,"thái quá, vượt mức",2026-06-14 08:28:47.611789+00,Bai 8,0,10,,,,,,biz
biz-过奖,过奖,guò jiǎng,动,quá tưởng,khen quá lời,2026-06-14 08:28:23.132589+00,Bai 8,0,10,,,,,,biz
biz-过来,过来,guò lái,动,quá lai,"đi qua, đến đây",2026-06-14 08:28:17.68256+00,Bai 8,0,10,,,,,,biz
biz-过目,过目,guò mù,动,quá mục,"xem qua, duyệt qua",2026-06-14 08:27:42.469372+00,Bài 6,0,10,,,,,,biz
biz-过程,过程,guò chéng,名,quá trình,"quá trình, tiến trình",2026-06-14 08:28:06.184098+00,Bài 6,0,10,,,,,,biz
biz-运作,运作,yùn zuò,动,vận tác,"vận hành, hoạt động",2026-06-14 08:28:22.876053+00,Bai 8,0,10,,,,,,biz
biz-运动,运动,yùn dòng,兼,vận động,"vận động, thể dục",2026-06-14 08:28:29.608553+00,Bai 8,0,10,,,,,,biz
biz-运用,运用,yùn yòng,动,vận dụng,"vận dụng, áp dụng",2026-06-14 08:29:11.225805+00,Bai 9,0,10,,,,,,biz
biz-运输费,运输费,yùn shū fèi,名,vận tải phí,phí vận chuyển,2026-06-14 08:29:31.581783+00,Bài 10,0,10,,,,,,biz
biz-还要,还要,hái yào,副,hoàn yếu,"còn cần, vẫn muốn",2026-06-14 08:29:20.932014+00,Bai 9,0,10,,,,,,biz
biz-进攻,进攻,jìn gōng,动,tiến công,"tấn công, tiến công",2026-06-14 08:27:45.636914+00,Bài 6,0,10,,,,,,biz
biz-进盒,进盒,jìn hé,动,tiến hạp,"cho vào hộp, đóng hộp",2026-06-14 08:28:57.999076+00,Bai 9,0,10,,,,,,biz
biz-进程,进程,jìn chéng,名,tiến trình,"tiến trình, quá trình",2026-06-14 08:28:11.351782+00,Bài 6,0,10,,,,,,biz
biz-进行,进行,jìn xíng,动,tiến hành,"tiến hành, thực hiện",2026-06-14 08:27:47.345884+00,Bài 6,0,10,,,,,,biz
biz-进退有度,进退有度,jìn tuì yǒu dù,语,tiến thoái hữu độ,tiến lui đúng mực,2026-06-14 08:28:36.55918+00,Bai 8,0,10,,,,,,biz
